file,page_num,line_num,text,lang,lang_score,perplex,categ
CTX194500099,115,44,3í 1 a střenu;0.7 cm,ces_Latn,1.0000,479.21,Noisy
CTX194500099,115,45,Nejv. průměr: 2.5 x 4.7 cm,ces_Latn,1.0000,75.92,Clear
CTX194500099,115,46,dtto,gle_Latn,0.8644,839499.44,Trash
CTX194500099,115,47,ýhou,afr_Latn,0.6595,133613.66,Trash
CTX194500099,115,48,Neolit,vie_Latn,0.5174,1132069.62,Trash
CTX194500099,115,49,pásková k.,slk_Latn,0.6064,422.28,Noisy
CTX194500099,115,50,volut.ker.,vie_Latn,0.6017,691.32,Trash
CTX194500099,115,51,Spolunal .,ces_Latn,0.4108,12652.05,Trash
CTX194500099,115,54,Jílem 4,ces_Latn,1.0000,37912.44,Trash
CTX194500099,115,59,"Střen z nádoby, nenrav. tvaru,",ces_Latn,0.9962,423.53,Noisy
CTX194500099,115,60,"losti nrohnutý, na vnitřní",ces_Latn,0.9997,401.39,Noisy
CTX194500099,115,61,"straně černý, na vně 3 šíčerve-",ces_Latn,1.0000,144.84,Noisy
CTX194500099,115,62,"ohnědý až černý, pocházející",ces_Latn,1.0000,102.11,Noisy
CTX194500099,115,63,: tenkostenné nádoby •Zně jší,ces_Latn,1.0000,1438.82,Trash
CTX194500099,115,64,strana zdobena dvěma příčnými,ces_Latn,1.0000,173.74,Noisy
CTX194500099,115,65,molu rovnoběžnými mělkými rý,ces_Latn,1.0000,73.26,Clear
CTX194500099,115,66,sami. Vzdálenost rýh je as 2,ces_Latn,0.9991,985.63,Trash
CTX194500099,115,67,"m. Delší rýha je přerušena,",ces_Latn,1.0000,298.34,Noisy
CTX194500099,115,68,ejv. průměr: 4. ť x c. oo cm,ces_Latn,0.9999,249.88,Noisy
CTX194500099,115,69,síla 0.4 - 0.5 cíp g /,ces_Latn,0.7778,237.53,Noisy
CTX194500099,115,70,dtto,gle_Latn,0.8644,839499.44,Trash
CTX194500099,115,71,Neolit,vie_Latn,0.5174,1132069.62,Trash
CTX194500099,115,72,pásková k.,slk_Latn,0.6064,422.28,Noisy
CTX194500099,115,73,volut.ker.,vie_Latn,0.6017,691.32,Trash
CTX194500099,115,74,Spolunal .,ces_Latn,0.4108,12652.05,Trash
CTX194500099,115,77,Malý střípek ne revidelného,ces_Latn,0.9999,718.14,Trash
CTX194500099,115,78,"tvaru, nrohnutý, na vnější",ces_Latn,0.9997,236.15,Noisy
CTX194500099,115,79,straně zdobený rytou ozdobou,ces_Latn,1.0000,311.75,Noisy
CTX194500099,115,80,barvy na vnitřní straně čerň,ces_Latn,1.0000,350.99,Noisy
CTX194500099,115,81,ne lomu a na vnitřní straně,ces_Latn,1.0000,382.91,Noisy
CTX194500099,115,82,šedé. Střen vypálen z jemné,ces_Latn,1.0000,523.48,Trash
CTX194500099,115,83,hlíny. Ozdoba vnější strany;,ces_Latn,1.0000,513.54,Trash
CTX194500099,115,84,Příčně jdoucí dvě téměř rov-,ces_Latn,1.0000,75.53,Clear
CTX194500099,115,85,neběžné / třetí nravděn.v lo,ces_Latn,1.0000,170.09,Noisy
CTX194500099,115,86,mu/ a jedna rýha k nim šikmá,slk_Latn,0.6455,461.36,Noisy
CTX194500099,115,87,svírající s nimi ostrý úhel.,ces_Latn,1.0000,572.31,Trash
CTX194500099,115,88,"Rýhy Jsou ostře tyté, proetř",ces_Latn,1.0000,447.36,Noisy
CTX194500099,115,89,hloubky.,ces_Latn,1.0000,4600.17,Trash
CTX194500099,115,90,"Nejv. průměr: 2,4 x 3*5 cm",ces_Latn,1.0000,150.43,Noisy
CTX194500099,115,95,dtto,gle_Latn,0.8644,839499.44,Trash
CTX194500099,115,96,Neolit,vie_Latn,0.5174,1132069.62,Trash
CTX194500099,115,97,pásková k.,slk_Latn,0.6064,422.28,Noisy
CTX194500099,115,98,volut.ker.,vie_Latn,0.6017,691.32,Trash
CTX194500099,115,99,Spolunal .,ces_Latn,0.4108,12652.05,Trash
CTX194500099,76,1,Sir. 4i,vie_Latn,0.9034,1406.59,Trash
CTX194500099,76,2,Inv.,deu_Latn,0.9672,69.86,Clear
CTX194500099,76,3,číslo,slk_Latn,0.7664,40839.65,Trash
CTX194500099,76,4,Staré,ces_Latn,0.4566,36340.93,Trash
CTX194500099,76,5,číslo,slk_Latn,0.7664,40839.65,Trash
CTX194500099,76,6,"Předmět, jeho popis, po příp. kresba",ces_Latn,1.0000,217.77,Noisy
CTX194500099,76,7,Naleziště,ces_Latn,1.0000,384.43,Noisy
CTX194500099,76,8,a způsob získání,ces_Latn,1.0000,840.54,Trash
CTX194500099,76,9,"Bližší kult, určení",ces_Latn,0.9993,274.06,Noisy
CTX194500099,76,11,Poznámka,slk_Latn,0.9997,897.29,Trash
CTX194500099,76,13,písčitého materiálu. Střep,ces_Latn,0.9985,2551.32,Trash
CTX194500099,76,14,"je nepravidelného tvaru, a",slk_Latn,0.6949,2702.44,Trash
CTX194500099,76,15,je podél ledně strany náhle,ces_Latn,1.0000,1366.45,Trash
CTX194500099,76,16,zesílen. Hlína je nrom'sena,ces_Latn,0.9990,1332.37,Trash
CTX194500099,76,17,většímu zrny křemene. Povre,ces_Latn,1.0000,323.79,Noisy
CTX194500099,76,18,hrubý.,slk_Latn,0.6255,579.50,Trash
CTX194500099,76,19,Síla střepů: 1*3 - 1.40 cm,ces_Latn,0.9999,298.14,Noisy
CTX194500099,76,20,hrany vesměs ostré.,ces_Latn,0.9998,2770.18,Trash
CTX194500099,76,23,"6 stření z nádob, nepravide",ces_Latn,0.9999,565.93,Trash
CTX194500099,76,24,"ných tvarí, dobře vypálené",ces_Latn,0.9838,270.26,Noisy
CTX194500099,76,25,z písčitého materiálu obsah,ces_Latn,0.6136,11257.30,Trash
CTX194500099,76,26,jícího větší zrna křemene.,ces_Latn,1.0000,247.72,Noisy
CTX194500099,76,27,Barva ne vnější straně hněd,ces_Latn,1.0000,157.18,Noisy
CTX194500099,76,28,"červená, na vnitřní straně",ces_Latn,1.0000,274.56,Noisy
CTX194500099,76,29,"hnědá, 'Inde šedá.. Vně ší",ces_Latn,1.0000,135.29,Noisy
CTX194500099,76,30,strana všech středí je drsn,ces_Latn,1.0000,1014.17,Trash
CTX194500099,76,31,vnitřní n ajednom potažena,ces_Latn,0.9999,427.89,Noisy
CTX194500099,76,32,"nerovnou, jemnou vrstvou pl:",ces_Latn,0.5075,608.99,Trash
CTX194500099,76,33,"vené hlíny, na čtyřech hrub",ces_Latn,1.0000,525.29,Trash
CTX194500099,76,34,na ledmom korrodovaná •Ne ’me:,slk_Latn,0.9602,8551.85,Trash
CTX194500099,76,35,ší střen je na lomu barvy še,ces_Latn,1.0000,426.85,Noisy
CTX194500099,76,36,dé a je velmi nrohnutý.,ces_Latn,0.9999,2127.58,Trash
CTX194500099,76,37,Síla v mezích 0.4 - 1.2 cm,ces_Latn,0.9998,180.63,Noisy
CTX194500099,76,38,dtto,gle_Latn,0.8644,839499.44,Trash
CTX194500099,76,44,Neolit,vie_Latn,0.5174,1132069.62,Trash
CTX194500099,76,45,páskovÁ k,slk_Latn,0.7802,1240.93,Trash
CTX194500099,76,46,volut. ke,vie_Latn,0.5763,3256.49,Trash
CTX194500099,76,49,"7 menších střípků , dobře yy-",ces_Latn,1.0000,302.73,Noisy
CTX194500099,76,50,pálených. Na vnější straně,ces_Latn,1.0000,159.13,Noisy
CTX194500099,76,51,barvy hnědé až cihlově červe,ces_Latn,1.0000,368.74,Noisy
CTX194500099,76,52,né / 1 střínek/ na vnitřní,ces_Latn,1.0000,256.37,Noisy
CTX194500099,76,53,straně barvy černé.4 ma Jí p<,ces_Latn,1.0000,1266.78,Trash
CTX194500099,76,54,vrch hrubý a jsou páleny z,ces_Latn,1.0000,1015.08,Trash
CTX194500099,76,55,"hrubého, písčitého materiáli",slk_Latn,0.9811,1669.93,Trash
CTX194500099,76,56,3 střeny jsou z Jemné plaven,ces_Latn,1.0000,5374.24,Trash
CTX194500099,76,57,"hlíny, na lomu šedočervené,",ces_Latn,0.9050,503.78,Trash
CTX194500099,76,58,potažené na vnější straně,ces_Latn,1.0000,134.11,Noisy
CTX194500099,76,59,jemnou světlou vrstvičkou,ces_Latn,0.9999,723.57,Trash
CTX194500099,76,60,plav. hlíny.Největší střep,ces_Latn,1.0000,308.92,Noisy
CTX194500099,76,61,který Je promísen kousky sl,ces_Latn,1.0000,3207.45,Trash
CTX194500099,76,62,"dy, pochází od okraje, kter;",ces_Latn,1.0000,701.32,Trash
CTX194500099,76,63,Je as v délce 1.80 cm zacho,ces_Latn,0.9945,2321.01,Trash
CTX194500099,76,64,zachoHrany jeho jsou zaoble-,ces_Latn,1.0000,2557.02,Trash
CTX194500099,76,65,nya okra’ sám je od vnitřn,ces_Latn,0.9863,560.40,Trash
CTX194500099,76,66,strany zeslaben.Tento střen,ces_Latn,0.9995,1032.80,Trash
CTX194500099,76,67,je mírně vyklenut. Síla stři,ces_Latn,1.0000,307.83,Noisy
CTX194500099,76,68,pů se pohybuje v mezích od,ces_Latn,1.0000,907.55,Trash
CTX194500099,76,70,. dtto,gle_Latn,0.8001,68191.26,Trash
CTX194500099,76,74,Neolit,vie_Latn,0.5174,1132069.62,Trash
CTX194500099,76,77,214,N/A,0,0,Non-text
CTX194500099,76,84,' 9,N/A,0,0,Non-text
CTX194500099,76,85,ů .,N/A,0,0,Non-text
CTX194500099,76,86,y,N/A,0,0,Non-text
CTX194500099,76,87,1,N/A,0,0,Non-text
CTX194500099,79,24,ra-,N/A,0,0,Non-text
CTX194500099,79,25,ru-,N/A,0,0,Non-text
CTX194500099,79,26,1,N/A,0,0,Non-text
CTX194500099,79,27,L,N/A,0,0,Non-text
CTX194500099,79,28,222,N/A,0,0,Non-text
CTX194500099,79,39,1,N/A,0,0,Non-text
CTX194500099,79,40,h,N/A,0,0,Non-text
CTX194500099,79,41,1.,N/A,0,0,Non-text
CTX194500099,79,45,223,N/A,0,0,Non-text
CTX194500099,79,58,1-,N/A,0,0,Non-text
CTX194500099,79,62,22 4,N/A,0,0,Non-text
CTX194500099,79,88,dá.,N/A,0,0,Non-text
CTX194500099,79,91,5,N/A,0,0,Non-text
CTX194500099,79,92,>-,N/A,0,0,Non-text
CTX194500099,79,96,-,N/A,0,0,Non-text
CTX194500099,90,10,/,N/A,0,0,Non-text
CTX194500099,90,13,ze-,N/A,0,0,Non-text
CTX194500099,90,14,•,N/A,0,0,Non-text
CTX194500099,90,15,259,N/A,0,0,Non-text
CTX194500099,90,16,1,N/A,0,0,Non-text
CTX194500099,90,27,ny.,N/A,0,0,Non-text
CTX194500099,90,33,ŕ.,N/A,0,0,Non-text
CTX194500099,90,34,1-,N/A,0,0,Non-text
CTX194500099,90,35,a-,N/A,0,0,Non-text
CTX194500099,90,39,260,N/A,0,0,Non-text
CTX194500099,76,75,pásková k,slk_Latn,0.6674,591.08,Trash
CTX194500099,76,76,vol t. ke,vie_Latn,0.5089,3005.79,Trash
CTX194500099,76,78,"7 menších střípků , na vnějš:",ces_Latn,1.0000,199.87,Noisy
CTX194500099,76,79,i vnitřn' straně hnědé barv;,ces_Latn,1.0000,476.17,Noisy
CTX194500099,76,80,většinou nepravide ných tval,ces_Latn,1.0000,482.70,Noisy
CTX194500099,76,81,4 střípky Jsou dobře vyoler,ces_Latn,1.0000,724.20,Trash
CTX194500099,76,82,z písčitého materiýlu a jsot,ces_Latn,0.9983,3767.06,Trash
CTX194500099,76,83,1 dtt o,gle_Latn,0.7294,9289.97,Trash
CTX194500099,76,88,Neolit,vie_Latn,0.5174,1132070.62,Trash
CTX194500099,76,89,písková k,ces_Latn,0.9506,764.61,Trash
CTX194500099,76,90,volut.ker,nld_Latn,0.6408,2607.18,Trash
CTX194500099,79,1,Inv.,deu_Latn,0.9672,69.86,Clear
CTX194500099,79,2,číslo,slk_Latn,0.7664,40839.57,Trash
CTX194500099,79,3,Staré,ces_Latn,0.4566,36340.97,Trash
CTX194500099,79,4,číslo,slk_Latn,0.7664,40839.57,Trash
CTX194500099,79,5,"Předmět, jeho popis, po příp. k",ces_Latn,1.0000,167.67,Noisy
CTX194500099,79,6,resba,eng_Latn,0.9356,25441.68,Trash
CTX194500099,79,7,Naleziště,ces_Latn,1.0000,384.43,Noisy
CTX194500099,79,8,a způsob získání,ces_Latn,1.0000,840.54,Trash
CTX194500099,79,9,"Bližší kult, určení",ces_Latn,0.9993,274.06,Noisy
CTX194500099,79,10,Poznámka,slk_Latn,0.9997,897.29,Trash
CTX194500099,79,11,pochází pravděp..ode dna ná,ces_Latn,1.0000,334.49,Noisy
CTX194500099,79,12,náJeden trojhelníkového,ces_Latn,0.6451,3076.44,Trash
CTX194500099,79,13,"Je hnědé barvy, na vnější st",ces_Latn,1.0000,247.52,Noisy
CTX194500099,79,14,ně světlejší a na vnitřní h,ces_Latn,1.0000,245.63,Noisy
CTX194500099,79,15,bý. Vnější povrch Je velmi,ces_Latn,1.0000,319.69,Noisy
CTX194500099,79,16,hrubý a ne rovný.Čtvrtý nepra,slk_Latn,0.8810,268.71,Noisy
CTX194500099,79,17,videíný je na vnější a na,ces_Latn,0.9999,496.31,Noisy
CTX194500099,79,18,"vnitřní straně černý, na lom",ces_Latn,1.0000,177.02,Noisy
CTX194500099,79,19,hnědý. Vnější strana je velm,ces_Latn,1.0000,164.03,Noisy
CTX194500099,79,20,nerovná.,slk_Latn,0.8102,890.40,Trash
CTX194500099,79,21,Síla se pohybuje od 0.7 do,ces_Latn,0.9996,1940.12,Trash
CTX194500099,79,22,1.1.cm,deu_Latn,0.4080,149.46,Noisy
CTX194500099,79,23,tvaru,lit_Latn,0.8413,3042.67,Trash
CTX194500099,79,29,Malý střípek tvaru trojheln,ces_Latn,0.9999,507.05,Trash
CTX194500099,79,30,ku s uraženým jedním vrcholci,ces_Latn,0.9999,201.76,Noisy
CTX194500099,79,31,"mírně prohnutý, dobře vypále",ces_Latn,1.0000,362.91,Noisy
CTX194500099,79,32,"ný, barvy světíc hnědé,ostrý",ces_Latn,1.0000,154.68,Noisy
CTX194500099,79,33,lomů. Vnější strana zdobena,ces_Latn,1.0000,261.27,Noisy
CTX194500099,79,34,"ostře rytou, hlubší rýhou smi",ces_Latn,1.0000,366.58,Noisy
CTX194500099,79,35,řující od 1/2 nej užší směrem,ces_Latn,1.0000,225.68,Noisy
CTX194500099,79,36,šikmo od protilehlého vrchol',ces_Latn,0.9718,3224.44,Trash
CTX194500099,79,37,Síla 0.50 cm /A |,ces_Latn,0.5849,881.39,Trash
CTX194500099,79,38,- dtto,gle_Latn,0.7813,86890.17,Trash
CTX194500099,79,42,Neolit,vie_Latn,0.5174,1132070.62,Trash
CTX194500099,79,43,pásk vá k,ces_Latn,0.9171,687.88,Trash
CTX194500099,79,44,volut.ker,nld_Latn,0.6408,2607.18,Trash
CTX194500099,79,46,Malý střípek z dobře vypálen*,ces_Latn,1.0000,269.75,Noisy
CTX194500099,79,47,"nádoby, nepravidelného tvaru",slk_Latn,0.7122,2170.69,Trash
CTX194500099,79,48,"mírně prohnutý, barvy na vně",ces_Latn,1.0000,440.07,Noisy
CTX194500099,79,49,"ší i vnitřní straně černé, ni",ces_Latn,1.0000,276.38,Noisy
CTX194500099,79,50,"lomu hnědý. Lomy Jsou ostré,",ces_Latn,1.0000,479.71,Noisy
CTX194500099,79,51,částečně i ostré. Vnější stři,ces_Latn,1.0000,133.52,Noisy
CTX194500099,79,52,"na zdobena rýhou, poměrně",ces_Latn,1.0000,261.26,Noisy
CTX194500099,79,53,"mělkou, zakřivenou ,/část ryt.",ces_Latn,1.0000,352.56,Noisy
CTX194500099,79,54,voluty/.Pískový materiál,ces_Latn,0.9772,1633.81,Trash
CTX194500099,79,55,Rozměry 2.70 x 2.90 cm,ces_Latn,0.9890,108.65,Noisy
CTX194500099,79,56,Síla 0.70 cm E (,eng_Latn,0.4745,857.77,Trash
CTX194500099,79,57,; dtto,gle_Latn,0.8975,58521.09,Trash
CTX194500099,79,59,Neolit,vie_Latn,0.5174,1132070.62,Trash
CTX194500099,79,60,pásková k,slk_Latn,0.6674,591.08,Trash
CTX194500099,79,61,volut.ker,nld_Latn,0.6408,2607.18,Trash
CTX194500099,79,63,Malý střípek nepravide,ces_Latn,0.9999,759.94,Trash
CTX194500099,79,64,"tvaru, dobře vypálený",ces_Latn,0.9998,355.66,Noisy
CTX194500099,79,65,"hlíny, pocházející od",ces_Latn,1.0000,267.23,Noisy
CTX194500099,79,66,nádoby. Vnější strana,ces_Latn,0.9999,378.80,Noisy
CTX194500099,79,67,otlučena/ šikmo ulomer,bos_Latn,0.7107,4410.69,Trash
CTX194500099,79,68,benamírně zakřivenou r,ces_Latn,1.0000,689.59,Trash
CTX194500099,79,69,Jdoucí téměř rovnoběžr,ces_Latn,1.0000,178.73,Noisy
CTX194500099,79,70,"zakulaceným, mírně ze",ces_Latn,1.0000,333.43,Noisy
CTX194500099,79,71,ným okra jem. Rýha je os,ces_Latn,0.6176,341.23,Noisy
CTX194500099,79,72,jemně rytá. Barva na V,ces_Latn,1.0000,1218.86,Trash
CTX194500099,79,73,straně šedohnědá až še,ces_Latn,1.0000,108.80,Noisy
CTX194500099,79,74,vnitřní stranětmavě še,ces_Latn,1.0000,174.69,Noisy
CTX194500099,79,75,"""ejv. rozměry 3.1 x 2.",ces_Latn,0.9991,138.82,Noisy
CTX194500099,79,76,Síla 0.80 cm ■,ces_Latn,0.5368,1466.39,Trash
CTX194500099,79,77,Iného,slk_Latn,0.9982,33382.62,Trash
CTX194500099,79,78,Z jemne,slk_Latn,0.8855,7528.16,Trash
CTX194500099,79,79,kra je,bos_Latn,0.6502,14188.50,Trash
CTX194500099,79,80,z část:,ces_Latn,1.0000,791.17,Trash
CTX194500099,79,81,la a zdr,ces_Latn,0.9296,1108.64,Trash
CTX194500099,79,82,"fho u,",gle_Latn,0.9999,1776.80,Trash
CTX194500099,79,83,lě se,ces_Latn,1.0000,1307.20,Trash
CTX194500099,79,84,slabe-,nld_Latn,0.8250,2667.57,Trash
CTX194500099,79,85,"trá ,",gle_Latn,0.9969,13497.24,Trash
CTX194500099,79,86,ně 3 ší,ces_Latn,1.0000,491.74,Noisy
CTX194500099,79,87,"dá , na",ast_Latn,0.9066,6270.76,Trash
CTX194500099,79,89,3 cm,vie_Latn,0.5089,594589.00,Trash
CTX194500099,79,90,dtto,gle_Latn,0.8644,839500.25,Trash
CTX194500099,79,93,Neolit,vie_Latn,0.5174,1132070.62,Trash
CTX194500099,79,94,nás < vÁ k.,ces_Latn,0.7202,2438.31,Trash
CTX194500099,79,95,volut.xer.,vie_Latn,0.7146,308.86,Noisy
CTX194500099,90,1,Inv.,deu_Latn,0.9672,69.86,Clear
CTX194500099,90,2,číslo,slk_Latn,0.7664,40839.57,Trash
CTX194500099,90,3,Staré,ces_Latn,0.4566,36340.97,Trash
CTX194500099,90,4,číslo,slk_Latn,0.7664,40839.57,Trash
CTX194500099,90,5,"Předmět, jeho popis, po příp. kresba",ces_Latn,1.0000,217.77,Noisy
CTX194500099,90,6,Naleziště,ces_Latn,1.0000,384.43,Noisy
CTX194500099,90,7,a způsob získání,ces_Latn,1.0000,840.54,Trash
CTX194500099,90,8,"Bližší kult, určení",ces_Latn,0.9993,274.06,Noisy
CTX194500099,90,9,Poznámka,slk_Latn,0.9997,897.29,Trash
CTX194500099,90,11,směrem k protější straně,ces_Latn,1.0000,252.73,Noisy
CTX194500099,90,12,"silu "" «/ )",slk_Latn,0.9059,3643.06,Trash
CTX194500099,90,17,"Střep tvsru lichoběžníka , do",ces_Latn,1.0000,581.56,Trash
CTX194500099,90,18,"bře vypulený, pocházející od",ces_Latn,1.0000,186.03,Noisy
CTX194500099,90,19,"okra’e nádoby, mírně prohnut",ces_Latn,1.0000,350.73,Noisy
CTX194500099,90,20,Barvs tmavě šedá. Vnit řní str,ces_Latn,1.0000,537.30,Trash
CTX194500099,90,21,"na nerovná .P í sě 1tý materiál,",ces_Latn,0.9453,785.59,Trash
CTX194500099,90,22,"prom/sený slídou, a kousky",ces_Latn,0.9992,662.49,Trash
CTX194500099,90,23,křemene. Okraj je rovný s,ces_Latn,0.9834,310.50,Noisy
CTX194500099,90,24,ploškoua zakulacenými hranam,ces_Latn,0.9916,340.27,Noisy
CTX194500099,90,25,"Nejslabší je střep u okraje,",ces_Latn,1.0000,426.36,Noisy
CTX194500099,90,26,nejsilnější u protilehlé str,ces_Latn,1.0000,1006.67,Trash
CTX194500099,90,28,Lomy ostré.Délka za ch.okra Je,ces_Latn,0.8495,2435.13,Trash
CTX194500099,90,29,čin' 2.80 cm,ces_Latn,0.7547,245.68,Noisy
CTX194500099,90,30,Nelv. průměr 4.7 x 3.3 cm,ces_Latn,0.9998,89.49,Clear
CTX194500099,90,31,neW. s'la 0.90 cm. V ।,ces_Latn,0.9188,478.54,Noisy
CTX194500099,90,32,. dtto,gle_Latn,0.8001,68191.52,Trash
CTX194500099,90,36,Neolit,vie_Latn,0.5174,1132070.62,Trash
CTX194500099,90,37,pásková k.,slk_Latn,0.6064,422.28,Noisy
CTX194500099,90,38,volut.ker.,vie_Latn,0.6017,691.32,Trash
CTX194500099,90,40,15 střepů ze silnostěnných,ces_Latn,1.0000,335.70,Noisy
CTX194500099,90,41,"nádob, různá velikosti, ne",ces_Latn,0.9999,334.40,Noisy
CTX194500099,90,42,neNa vnější 1 vnitřní,ces_Latn,1.0000,192.47,Noisy
CTX194500099,90,43,"straně jsou barvy černé, na,",ces_Latn,1.0000,699.27,Trash
CTX194500099,90,44,lomu hnědé. Materiál písčjtý,ces_Latn,0.9966,215.38,Noisy
CTX194500099,90,45,promísený většímíi zrnky kře,ces_Latn,1.0000,267.51,Noisy
CTX194500099,90,46,křea menšími kousky slídy.,ces_Latn,1.0000,617.22,Trash
CTX194500099,90,50,vý.,N/A,0,0,Non-text
CTX194500099,90,54,em,N/A,0,0,Non-text
CTX194500099,90,58,261,N/A,0,0,Non-text
CTX194500099,90,59,/,N/A,0,0,Non-text
CTX194500099,90,76,-,N/A,0,0,Non-text
CTX194500099,90,77,1,N/A,0,0,Non-text
CTX194500099,90,78,i-,N/A,0,0,Non-text
CTX194500099,90,82,■,N/A,0,0,Non-text
CTX194500099,142,1,"s.,. 44/",N/A,0,0,Non-text
CTX194500099,142,23,ý.,N/A,0,0,Non-text
CTX194500099,142,25,456,N/A,0,0,Non-text
CTX194500099,142,26,/,N/A,0,0,Non-text
CTX194500099,142,27,J,N/A,0,0,Non-text
CTX194500099,142,42,4 (,N/A,0,0,Non-text
CTX194500099,142,43,457,N/A,0,0,Non-text
CTX194500099,142,44,/,N/A,0,0,Non-text
CTX194500099,142,45,V,N/A,0,0,Non-text
