file,page_num,line_num,text,lang,lang_score,perplex,categ
CTX195802839,83,8,554,N/A,0,0,Non-text
CTX195802839,83,9,‘55.,N/A,0,0,Non-text
CTX195802839,83,10,10,N/A,0,0,Non-text
CTX195802839,83,12,■ 12,N/A,0,0,Non-text
CTX195802839,83,13,15,N/A,0,0,Non-text
CTX195802839,83,14,15,N/A,0,0,Non-text
CTX195802839,83,15,i6,N/A,0,0,Non-text
CTX195802839,83,16,-IZ,N/A,0,0,Non-text
CTX195802839,83,18,1955,N/A,0,0,Non-text
CTX195802839,83,19,L ■,N/A,0,0,Non-text
CTX195802839,83,21,"č.n.:14,22,",N/A,0,0,Non-text
CTX195802839,83,22,40.,N/A,0,0,Non-text
CTX195802839,83,1,■ Inv.,deu_Latn,0.9200,16198.45,Trash
CTX195802839,83,2,číslo,slk_Latn,0.7664,40839.54,Trash
CTX195802839,83,3,' POPIS ...,kor_Hang,0.9379,49441.25,Trash
CTX195802839,83,4,Naleziště,ces_Latn,1.0000,384.43,Noisy
CTX195802839,83,5,"Kultura,",deu_Latn,0.7109,207.89,Noisy
CTX195802839,83,6,druh nálezu,ces_Latn,0.6805,1401.82,Trash
CTX195802839,83,7,■ Poznámka,slk_Latn,0.9993,1501.01,Trash
CTX195802839,83,11,""" ""li",bod_Tibt,0.5150,9524.88,Trash
CTX195802839,83,17,St.Kouřim,ces_Latn,0.9959,1150.65,Trash
CTX195802839,83,20,slovanská,slk_Latn,0.9914,6285.29,Trash
CTX195802839,83,23,"Část vydutí hrncoví té nádoby,",ces_Latn,0.9966,489.04,Noisy
CTX195802839,83,24,podhrdlí řadou Malého Hřebenové,ces_Latn,1.0000,755.76,Trash
CTX195802839,83,25,a drobnou někoiikanásobnou vlnov,ces_Latn,0.9999,2171.20,Trash
CTX195802839,83,26,dutí ■ velká klikatka hřebenového,ces_Latn,1.0000,1239.28,Trash
CTX195802839,83,27,Okrajový střep rraj vodorovně,ces_Latn,1.0000,165.66,Noisy
CTX195802839,83,28,"bráněný,na podhrdlí zdobený řado",ces_Latn,1.0000,279.44,Noisy
CTX195802839,83,29,"hřebenových vpichfrovrtaný,čás",ces_Latn,0.9996,430.69,Noisy
CTX195802839,83,30,"kruhu, červenohnědý, slídnatý. ■",ces_Latn,0.9928,217.85,Noisy
CTX195802839,83,31,". Zlomek podhrdlí náaoby,zdobený",slk_Latn,0.5133,861.06,Trash
CTX195802839,83,32,"benového vpichu,hráněný,na kruhu",ces_Latn,0.9999,411.91,Noisy
CTX195802839,83,33,dý. .,gle_Latn,0.9105,247.09,Noisy
CTX195802839,83,34,". ~Lomek z vydutí, zdobený jednodu",ces_Latn,0.8790,532.27,Trash
CTX195802839,83,35,koU.Sedý. .,slk_Latn,0.4191,385.51,Noisy
CTX195802839,83,36,". ětší část dna hrne, nádoby,dno",ces_Latn,1.0000,364.67,Noisy
CTX195802839,83,37,"naté,červenohnědé, uvnitř černose",ces_Latn,1.0000,426.61,Noisy
CTX195802839,83,38,"Zlomky z vydutí,běžně zdobené",ces_Latn,1.0000,294.26,Noisy
CTX195802839,83,39,axstrepy ze spodků a dna. - x,ces_Latn,0.9951,741.93,Trash
CTX195802839,83,40,-auaa--mazanic e -s-otisky -prutů. -C,ces_Latn,0.4325,1503.94,Trash
CTX195802839,83,41,obeného na,slk_Latn,0.8921,3135.13,Trash
CTX195802839,83,42,ho vpichu,ces_Latn,0.5405,1773.20,Trash
CTX195802839,83,43,kou. Na vy-,ces_Latn,0.9936,934.06,Trash
CTX195802839,83,44,ypichu. čn.,slk_Latn,0.6661,248.65,Noisy
CTX195802839,83,45,"vyložen,",ces_Latn,0.6318,166.03,Noisy
CTX195802839,83,46,u šikmých,ces_Latn,0.8305,336.10,Noisy
CTX195802839,83,47,tečně na *,ces_Latn,1.0000,526.22,Trash
CTX195802839,83,48,2 řadami hř,ces_Latn,1.0000,1020.46,Trash
CTX195802839,83,49,",červenohně",ces_Latn,1.0000,3155.48,Trash
CTX195802839,83,50,chou vlnov-,ces_Latn,0.8696,1834.95,Trash
CTX195802839,83,51,"ploché,slí",ces_Latn,0.7893,3532.06,Trash
CTX195802839,83,52,dé. —,fra_Latn,0.9231,904.80,Trash
CTX195802839,83,54,-eg-42072-,N/A,0,0,Non-text
CTX195802839,83,56,1955.,N/A,0,0,Non-text
CTX195802839,83,57,44076 -7,N/A,0,0,Non-text
CTX195802839,83,58,e ■,N/A,0,0,Non-text
CTX195802839,83,59,"1- . ,",N/A,0,0,Non-text
CTX195802839,83,62,555,N/A,0,0,Non-text
CTX195802839,83,63,/55,N/A,0,0,Non-text
CTX195802839,83,64,356,N/A,0,0,Non-text
CTX195802839,83,65,/55,N/A,0,0,Non-text
CTX195802839,83,66,1,N/A,0,0,Non-text
CTX195802839,83,67,"2,",N/A,0,0,Non-text
CTX195802839,83,68,""" 3.",N/A,0,0,Non-text
CTX195802839,83,69,4.,N/A,0,0,Non-text
CTX195802839,83,70,5-8.,N/A,0,0,Non-text
CTX195802839,83,71,10.,N/A,0,0,Non-text
CTX195802839,83,72,m.,N/A,0,0,Non-text
CTX195802839,83,73,13,N/A,0,0,Non-text
CTX195802839,83,74,14.,N/A,0,0,Non-text
CTX195802839,83,92,1955.,N/A,0,0,Non-text
CTX195802839,83,95,č.n. 17/55,N/A,0,0,Non-text
CTX195802839,83,128,■ M ■ ',N/A,0,0,Non-text
CTX195802839,83,132,e ■,N/A,0,0,Non-text
CTX195802839,83,133,? .,N/A,0,0,Non-text
CTX195802839,83,137,-,N/A,0,0,Non-text
CTX195802839,183,1,/3/23 -/3./24.,N/A,0,0,Non-text
CTX195802839,183,2,G* 2837.,N/A,0,0,Non-text
CTX195802839,165,2,162.,N/A,0,0,Non-text
CTX195802839,165,8,"13,099",N/A,0,0,Non-text
CTX195802839,165,14,13.100,N/A,0,0,Non-text
CTX195802839,165,17,*,N/A,0,0,Non-text
CTX195802839,165,21,13.101.,N/A,0,0,Non-text
CTX195802839,165,22,w,N/A,0,0,Non-text
CTX195802839,165,23,n,N/A,0,0,Non-text
CTX195802839,165,26,13.102.,N/A,0,0,Non-text
CTX195802839,165,27,w,N/A,0,0,Non-text
CTX195802839,165,28,*,N/A,0,0,Non-text
CTX195802839,165,32,. 13.103.,N/A,0,0,Non-text
CTX195802839,165,36,dlh,N/A,0,0,Non-text
CTX195802839,165,38,| 13.104.,N/A,0,0,Non-text
CTX195802839,165,39,w,N/A,0,0,Non-text
CTX195802839,165,44,13.105.,N/A,0,0,Non-text
CTX195802839,165,45,w,N/A,0,0,Non-text
CTX195802839,165,46,w,N/A,0,0,Non-text
CTX195802839,165,49,13.106.,N/A,0,0,Non-text
CTX195802839,165,50,n,N/A,0,0,Non-text
CTX195802839,165,51,n,N/A,0,0,Non-text
CTX195802839,165,53,13.107.,N/A,0,0,Non-text
CTX195802839,165,59,"13,108",N/A,0,0,Non-text
CTX195802839,165,63,13.109.,N/A,0,0,Non-text
CTX195802839,165,68,č.n. 113/55 ■,N/A,0,0,Non-text
CTX195802839,165,69,"13110-12,",N/A,0,0,Non-text
CTX195802839,165,70,' 4,N/A,0,0,Non-text
CTX195802839,165,75,13.115.,N/A,0,0,Non-text
CTX195802839,165,80,"A 13.114,",N/A,0,0,Non-text
CTX195802839,165,81,* 1/55.,N/A,0,0,Non-text
CTX195802839,165,82,N,N/A,0,0,Non-text
CTX195802839,165,84,13.115.,N/A,0,0,Non-text
CTX195802839,165,85,* w,N/A,0,0,Non-text
CTX195802839,165,86,n,N/A,0,0,Non-text
CTX195802839,165,90,"13.116,",N/A,0,0,Non-text
CTX195802839,165,91,n,N/A,0,0,Non-text
CTX195802839,165,92,11 1,N/A,0,0,Non-text
CTX195802839,165,96,• 13.117.,N/A,0,0,Non-text
CTX195802839,165,97,n,N/A,0,0,Non-text
CTX195802839,165,98,w,N/A,0,0,Non-text
CTX195802839,65,1,62.,N/A,0,0,Non-text
CTX195802839,65,2,"K 56, PI. 15/55, sek.: F 19. '",N/A,0,0,Non-text
CTX195802839,65,5,"K 57, Pi- 15/55, sek. : F 24.",N/A,0,0,Non-text
CTX195802839,65,8,"K 58, PI- 15/55, sek.: ? 27.",N/A,0,0,Non-text
CTX195802839,83,53,i nezdobené,slk_Latn,0.7556,2699.11,Trash
CTX195802839,83,55,"St, Kouřim",ces_Latn,0.9963,1226.40,Trash
CTX195802839,83,60,slovanská,slk_Latn,0.9914,6285.28,Trash
CTX195802839,83,61,č.n.t16/55,ces_Latn,0.2984,213.04,Noisy
CTX195802839,83,75,"• Pracoviště 4/54,sev.úsek,U Li",ces_Latn,0.9955,709.88,Trash
CTX195802839,83,76,Lič.16.U skupiny jam st.,ces_Latn,0.7613,3831.73,Trash
CTX195802839,83,77,"slov, norizontu. _ . .",epo_Latn,0.2977,1278.31,Trash
CTX195802839,83,78,Zlomky mazanice domčervena neb,ces_Latn,0.7276,2234.83,Trash
CTX195802839,83,79,vypálené.Otisky silnějších prut,ces_Latn,0.9999,743.04,Trash
CTX195802839,83,80,"straně,druha strana plochá.“tisk",ces_Latn,0.9803,464.33,Noisy
CTX195802839,83,81,strany ploché.Mazanice ploše vy,ces_Latn,0.9269,850.70,Trash
CTX195802839,83,82,"rohu.Dzobné zlomky amkorfní, .",slk_Latn,0.6980,1095.04,Trash
CTX195802839,83,83,■ Pracoviště 4/54- U Libuše.,ces_Latn,0.9996,498.82,Noisy
CTX195802839,83,84,. Misovitá jáma pod hradbou J.4,ces_Latn,0.9356,1795.00,Trash
CTX195802839,83,85,. St.slov. horizont* .,deu_Latn,0.1880,9441.91,Trash
CTX195802839,83,86,d Šedohnědá,ces_Latn,1.0000,478.62,Noisy
CTX195802839,83,87,i na jedné,ces_Latn,0.9962,2007.17,Trash
CTX195802839,83,88,"7 slámy,obě",ces_Latn,1.0000,1672.63,Trash
CTX195802839,83,89,ráněná z,ces_Latn,1.0000,351.51,Noisy
CTX195802839,83,90,č.neg-4207,slk_Latn,0.3073,1431.87,Trash
CTX195802839,83,91,"St,Ľouřim '",ces_Latn,0.9928,981.33,Trash
CTX195802839,83,93,lužická a,ces_Latn,0.9325,794.36,Trash
CTX195802839,83,94,slovanská,slk_Latn,0.9914,6285.28,Trash
CTX195802839,83,96,". Zlomek okraje, slabě prohnutého",ces_Latn,1.0000,1834.22,Trash
CTX195802839,83,97,"vyšší,slabě zúžené,Viraj zaoblen;",ces_Latn,0.9938,229.38,Noisy
CTX195802839,83,98,"ry lužické /?/,Hnědý,slídnatý. •",ces_Latn,0.9991,235.96,Noisy
CTX195802839,83,99,. Zlomek okraje hrne. n.Okraj vy,ces_Latn,0.9950,598.78,Trash
